x,y
0.00015259021896696422,0
0.00030518043793392844,0
0.00045777065690089265,0
0.0006103608758678569,0
0.0007629510948348211,0
0.0009155413138017853,0
0.0010681315327687496,0
0.0012207217517357137,0
0.0013733119707026778,0
0.001525902189669642,0
0.001678492408636606,0
0.0018310826276035702,0
0.0019836728465705343,0
0.0021362630655374984,0
0.0022888532845044625,0
0.0024414435034714266,0
0.0025940337224383907,0
0.002746623941405355,0
0.002899214160372319,0
0.003051804379339283,0
0.003204394598306247,0
0.0033569848172732113,0
0.0035095750362401754,0
0.0036621652552071395,0
0.0038147554741741036,0
0.003967345693141068,0
0.004119935912108032,0
0.004272526131074997,0
0.004425116350041961,0
0.004577706569008926,0
0.00473029678797589,0
0.004882887006942855,0
0.0050354772259098195,0
0.005188067444876784,0
0.005340657663843749,0
0.005493247882810713,0
0.005645838101777678,0
0.005798428320744642,0
0.005951018539711607,0
0.006103608758678571,0
0.006256198977645536,0
0.0064087891966125,0
0.006561379415579465,0
0.0067139696345464295,0
0.006866559853513394,0
0.0070191500724803586,0
0.007171740291447323,0
0.007324330510414288,0
0.007476920729381252,0
0.007629510948348217,0
0.007782101167315181,0
0.007934691386282146,0
0.00808728160524911,0
0.008239871824216073,0
0.008392462043183037,0
0.00854505226215,0
0.008697642481116964,0
0.008850232700083928,0
0.009002822919050892,0
0.009155413138017855,0
0.009308003356984819,0
0.009460593575951783,0
0.009613183794918746,0
0.00976577401388571,0
0.009918364232852674,0
0.010070954451819637,0
0.010223544670786601,0
0.010376134889753565,0
0.010528725108720528,0
0.010681315327687492,0
0.010833905546654456,0
0.01098649576562142,0
0.011139085984588383,0
0.011291676203555347,0
0.01144426642252231,0
0.011596856641489274,0
0.011749446860456238,0
0.011902037079423201,0
0.012054627298390165,0
0.012207217517357129,0
0.012359807736324092,0
0.012512397955291056,0
0.01266498817425802,0
0.012817578393224983,0
0.012970168612191947,0
0.01312275883115891,0
0.013275349050125874,0
0.013427939269092838,0
0.013580529488059802,0
0.013733119707026765,0
0.01388570992599373,0
0.014038300144960693,0
0.014190890363927657,0
0.01434348058289462,0
0.014496070801861584,0
0.014648661020828548,0
0.014801251239795511,0
0.014953841458762475,0
0.015106431677729439,0
0.015259021896696402,0
0.015411612115663366,0
0.01556420233463033,0
0.015716792553597293,0
0.015869382772564257,0
0.01602197299153122,0
0.016174563210498184,0
0.016327153429465148,0
0.01647974364843211,0
0.016632333867399075,0
0.01678492408636604,0
0.016937514305333003,0
0.017090104524299966,0
0.01724269474326693,0
0.017395284962233894,0
0.017547875181200857,0
0.01770046540016782,0
0.017853055619134785,0
0.01800564583810175,0
0.018158236057068712,0
0.018310826276035676,0
0.01846341649500264,0
0.018616006713969603,0
0.018768596932936567,0
0.01892118715190353,0
0.019073777370870494,0
0.019226367589837458,0
0.01937895780880442,0
0.019531548027771385,0
0.01968413824673835,0
0.019836728465705313,0
0.019989318684672276,0
0.02014190890363924,0
0.020294499122606204,0
0.020447089341573167,0
0.02059967956054013,0
0.020752269779507095,0
0.020904859998474058,0
0.021057450217441022,0
0.021210040436407986,0
0.02136263065537495,0
0.021515220874341913,0
0.021667811093308877,0
0.02182040131227584,0
0.021972991531242804,0
0.022125581750209768,0
0.02227817196917673,0
0.022430762188143695,0
0.02258335240711066,0
0.022735942626077622,0
0.022888532845044586,0
0.02304112306401155,0
0.023193713282978513,0
0.023346303501945477,0
0.02349889372091244,0
0.023651483939879404,0
0.023804074158846368,0
0.023956664377813332,0
0.024109254596780295,0
0.02426184481574726,0
0.024414435034714223,0
0.024567025253681186,0
0.02471961547264815,0
0.024872205691615114,0
0.025024795910582077,0
0.02517738612954904,0
0.025329976348516005,0
0.02548256656748297,0
0.025635156786449932,0
0.025787747005416896,0
0.02594033722438386,0
0.026092927443350823,0
0.026245517662317787,0
0.02639810788128475,0
0.026550698100251714,0
0.026703288319218678,0
0.02685587853818564,0
0.027008468757152605,0
0.02716105897611957,0
0.027313649195086533,0
0.027466239414053496,0
0.02761882963302046,0
0.027771419851987424,0
0.027924010070954387,0
0.02807660028992135,0
0.028229190508888315,0
0.02838178072785528,0
0.028534370946822242,0
0.028686961165789206,0
0.02883955138475617,0
0.028992141603723133,0
0.029144731822690097,0
0.02929732204165706,0
0.029449912260624024,0
0.029602502479590988,0
0.02975509269855795,0
0.029907682917524915,0
0.03006027313649188,0
0.030212863355458842,0
0.030365453574425806,0
0.03051804379339277,0
0.030670634012359733,0
0.030823224231326697,0
0.03097581445029366,0
0.031128404669260624,0
0.03128099488822759,0
0.03143358510719455,0
0.031586175326161516,0
0.03173876554512848,0
